1630000000000000.0,0.33279404,8.90643,1.1061212,-0.64821345,-0.16564862,0.09054748,2.0
1630000000000000.0,2.207454,11.528081,-0.021547815,-0.2082592,-0.2247708,-0.04580637,2.0
1630000000000000.0,0.260968,10.998962,-0.6488287,-0.6146576,-0.1257012,-0.21837921,2.0
1630000000000000.0,1.2354081,12.864046,1.484405,-0.58962387,-0.13954964,0.007456851,2.0
1630000000000000.0,0.7733272,13.706804,2.5617957,-0.3882889,-0.087884314,-0.01438107,2.0
1630000000000000.0,1.5729905,12.713211,0.45010993,-0.12836437,0.046871636,-0.005326322,2.0
1630000000000000.0,1.2521675,11.602302,1.0821792,-0.26312032,-0.05912218,0.032490566,2.0
1630000000000000.0,0.60333884,11.372458,1.6950948,-0.23435818,0.056991648,-0.058056913,2.0
1630000000000000.0,0.91458505,10.307038,1.3599066,-0.28229508,0.13102753,0.01438107,2.0
1630000000000000.0,0.89064306,10.601525,1.484405,-0.15446335,0.11451593,-0.07403588,2.0
1630000000000000.0,0.7733272,10.237606,1.3838485,-0.11717909,0.0644485,-0.068176925,2.0
1630000000000000.0,0.61770403,9.260772,0.33997664,-0.104928546,-0.04527374,-0.023435818,2.0
1630000000000000.0,0.39743748,8.664616,0.19153613,-0.035153728,-0.14487597,-0.010652645,2.0
1630000000000000.0,0.31603462,8.312668,0.878672,-0.13262543,-0.027164243,0.076166406,2.0
1630000000000000.0,0.36152446,8.520964,0.50038815,-0.10066749,-0.058056913,0.11558119,2.0
1630000000000000.0,0.9864111,8.801085,0.7374141,-0.21837921,0.015978966,0.0958738,2.0
1630000000000000.0,0.9600749,8.9279785,1.0749966,-0.6860303,-0.05539375,0.13741912,2.0
1630000000000000.0,0.8858546,8.240842,2.3989902,-0.23595607,0.083090626,0.19707392,2.0
1630000000000000.0,1.1540052,8.477868,1.4796166,-0.41918156,0.07456851,0.14753912,2.0
1630000000000000.0,1.1420342,6.6056023,4.321534,-0.54168695,0.4314321,-0.034621093,2.0
1630000000000000.0,0.7326257,7.687782,6.0022635,-0.29614353,0.64395237,-0.0644485,2.0
1630000000000000.0,0.91937345,8.437167,5.851429,0.22050974,0.39361522,0.011185277,2.0
1630000000000000.0,1.5011644,8.825027,5.092467,0.42717105,-0.061252706,0.08948222,2.0
1630000000000000.0,0.46926352,8.7532015,5.5617304,0.4032026,-0.18855181,0.001065265,2.0
1630000000000000.0,0.85473,6.4499793,5.00867,-0.37390783,-0.77231675,0.1123854,2.0
1630000000000000.0,1.8746599,7.699753,3.0358477,1.1739215,-0.7504788,-0.07243799,2.0
1630000000000000.0,-2.7724855,9.150639,4.429273,0.17630127,0.304133,-0.53742594,2.0
1630000000000000.0,1.6256629,11.168951,0.44532153,0.479369,0.5944176,0.075101145,2.0
1630000000000000.0,0.34715924,10.189722,2.942474,0.13901702,-0.18269286,-0.07350325,2.0
1630000000000000.0,0.25139117,9.263166,2.896984,0.14434333,-0.49321744,0.09321064,2.0
1630000000000000.0,0.81402856,10.089166,1.910573,0.31851408,-0.6460829,-0.2231729,2.0
1630000000000000.0,-0.78529817,9.370906,0.63206923,0.4293016,-0.55606806,0.002130529,2.0
1630000000000000.0,-0.37828386,9.89763,-0.5626374,0.33981937,-0.087884314,0.21411815,2.0
1630000000000000.0,0.1604115,10.840945,0.25378537,0.2050634,0.479369,0.05006743,2.0
1630000000000000.0,1.7357962,9.473856,-0.33758244,0.35473305,0.6306366,0.046871636,2.0
1630000000000000.0,0.9840169,8.590396,-0.23223756,0.09374327,0.4527374,0.15073492,2.0
1630000000000000.0,1.8483237,10.42196,0.9744401,0.42557314,0.002130529,0.22104238,2.0
1630000000000000.0,1.9009962,10.01734,0.076614454,0.4878911,-0.037284255,0.16458336,2.0
1630000000000000.0,1.1827357,9.294291,-1.2258313,0.080960095,-0.07563378,-0.05006743,2.0
1630000000000000.0,1.8195933,10.16578,0.4261679,0.03089267,-0.30466563,0.053795855,2.0
1630000000000000.0,0.9983821,9.703699,-0.25857377,-0.034088463,-0.21891184,-0.027696876,2.0
